Pathway,Description,F_JC1,F_JC2,F_JC3,F_JC4,S_MC5,F_LW3,F_LW2,F_LW1,F_JC5,F_MC2,F_MC1,F_LW5,F_LW4,F_MC4,F_MC3,S_JC1,F_MC5,S_JC4,S_JC3,S_JC2,S_MC3,S_MC4,S_LW2,S_LW3,S_JC5,S_LW1,S_MC1,S_MC2,S_LW4,S_LW5,Pathwaymap,Total
ko04713,Circadian entrainment,52,276,58,30,16,72510,109008,35074,66,390,60,86910,6636,34,12,36,34,6,16,24,16,12,36494,8006,4,10230,26,10,9402,20316,http://www.genome.jp/kegg-bin/show_pathway?ko04713+K07376+K04345+K02633+K04371+K02183+K04962+K19663+K04958+K11265+K04960+K04445+K04856+K05858+K19477+K04536+K04851+K04855+K07843+K04515+K02677+K08049+K08041,395764
ko04720,Long-term potentiation,32,130,64,18,24,50908,73798,27776,32,62,12,62286,5880,68,34,46,34,12,24,18,42,8,34300,7442,8,8878,58,8,9550,19064,http://www.genome.jp/kegg-bin/show_pathway?ko04720+K06269+K04345+K04371+K02183+K04348+K07827+K19663+K04958+K05869+K04960+K04368+K04353+K05858+K06268+K04373+K02833+K04959+K04515+K02677+K07836+K04498+K08041,300616
ko04721,Synaptic vesicle cycle,38,62,24,8,4,26484,37998,14574,68,38,24,30794,3510,38,52,20,32,32,46,6,2,12,19444,4518,14,5064,18,14,5312,12464,http://www.genome.jp/kegg-bin/show_pathway?ko04721+K11827+K02146+K02147+K04646+K11826+K06027+K02154+K07882+K02150+K02152+K11824+K08486+K02145+K01528+K02144+K03661+K11825+K15296+K02155+K02149+K04344+K15292+K02148+K02151+K15290+K04560,160714
ko04722,Neurotrophin signaling pathway,52,58,46,50,50,36528,55018,20768,60,20,72,50994,4666,76,24,134,26,62,34,40,46,52,27582,5860,80,7676,124,26,7856,15380,http://www.genome.jp/kegg-bin/show_pathway?ko04722+K06630+K04371+K00922+K02183+K12460+K03083+K07827+K03099+K05859+K06276+K04733+K05869+K04368+K04353+K04445+K04456+K04373+K04421+K02833+K03175+K04416+K04515+K04431+K07209+K07293+K01116+K04443+K06068+K07836+K02580+K04464+K04441+K06277+K04392+K04440+K04734+K04730,233460
ko04723,Retrograde endocannabinoid signaling,256,264,294,350,344,24514,36336,12286,350,210,202,30334,3270,452,248,98,426,300,128,130,106,104,14074,3308,112,3892,140,74,3884,7826,http://www.genome.jp/kegg-bin/show_pathway?ko04723+K03878+K03882+K05185+K03883+K03879+K03934+K04345+K03935+K03881+K03936+K03943+K04371+K03884+K19663+K04958+K03942+K13700+K03880+K04960+K05858+K04344+K03954+K04536+K04851+K04959+K04857+K02677+K01054+K04853+K08049+K04441+K08041+K04440+K03941+K03955,144312
ko04724,Glutamatergic synapse,37244,31660,39168,45722,56732,73096,86680,79378,42064,42400,41332,89620,55010,39334,37538,61262,37678,65170,61714,58026,71974,71210,72870,58918,71548,47872,63544,59888,61636,63972,http://www.genome.jp/kegg-bin/show_pathway?ko04724+K01915+K01425+K04345+K04371+K01115+K04348+K19663+K04958+K04960+K05858+K06268+K04344+K04536+K04851+K14207+K04959+K00910+K14990+K02677+K15009+K08049+K16342+K08041,1724260
ko04725,Cholinergic synapse,12,58,32,16,22,30268,45526,15664,52,46,22,39918,3094,50,14,52,34,24,14,6,26,10,17782,4096,6,4848,56,20,4642,9970,http://www.genome.jp/kegg-bin/show_pathway?ko04725+K04345+K01049+K04371+K00922+K07827+K19663+K04958+K05869+K04960+K04368+K04808+K05858+K04456+K04344+K04536+K04851+K21289+K02833+K04959+K04857+K04515+K02677+K04853+K08049+K14387+K08041,176380
ko04726,Serotonergic synapse,8,58,24,2,12,24962,37048,12886,14,34,14,30928,2558,14,4,42,6,4,8,4,12,2,15014,3318,2,3984,52,2,3938,8260,http://www.genome.jp/kegg-bin/show_pathway?ko04726+K04345+K04371+K07827+K19663+K04958+K04960+K04368+K05858+K21278+K04344+K04536+K04851+K02833+K04959+K04857+K02677+K04892+K04853+K16342,143214
ko04727,GABAergic synapse,42076,35488,45406,54092,63142,58718,63220,71862,47476,48926,46328,70314,54398,46050,42660,67072,42488,71416,68392,64628,80336,77506,63534,57518,79874,45802,70370,65296,60002,59500,http://www.genome.jp/kegg-bin/show_pathway?ko04727+K01915+K01580+K01425+K05185+K04345+K06027+K08341+K19663+K04344+K04536+K04851+K14207+K04857+K14990+K02677+K14992+K04853+K08049+K08041,1763890
ko04728,Dopaminergic synapse,38,140,72,20,16,74108,107026,40108,30,72,18,88232,8480,38,36,20,36,30,28,24,32,10,50532,11278,8,13122,24,2,13934,28558,http://www.genome.jp/kegg-bin/show_pathway?ko04728+K06269+K04345+K10396+K04354+K02183+K11583+K04348+K03083+K19663+K04958+K04382+K11584+K04960+K03456+K05858+K04456+K04344+K04536+K04851+K04959+K08822+K04515+K02677+K04441+K04440,436072
ko04730,Long-term depression,32,64,34,22,12,50080,72754,24758,20,36,46,57294,4670,16,12,66,18,12,8,12,14,8,24400,5438,2,6718,56,8,6076,14366,http://www.genome.jp/kegg-bin/show_pathway?ko04730+K07376+K04371+K07827+K19663+K04958+K04382+K04960+K03456+K04368+K05858+K19477+K04344+K02833+K04959+K02677+K16342,267052
ko04740,Olfactory transduction,44,90,58,18,42,63218,92046,30782,24,44,52,78586,5954,14,18,62,28,112,44,36,20,40,31072,7134,22,8636,68,38,8434,17916,http://www.genome.jp/kegg-bin/show_pathway?ko04740+K07376+K04345+K02183+K13755+K04257+K05849+K19477+K04536+K00910+K04515,344652
ko04742,Taste transduction,14,84,48,12,18,23266,33998,11956,98,36,10,33790,2164,8,30,26,14,24,24,16,12,4,12174,3084,10,3406,14,22,3254,6968,http://www.genome.jp/kegg-bin/show_pathway?ko04742+K08474+K04345+K13755+K01509+K04990+K04960+K04344+K04834+K04841,134584
ko04744,Phototransduction,8,8,8,2,0,10662,15954,5496,10,0,10,12828,1370,4,0,0,14,0,2,6,2,4,8938,1444,2,2106,2,0,2612,4646,http://www.genome.jp/kegg-bin/show_pathway?ko04744+K02183+K08328+K04536+K00909+K13749,66138
ko04745,Phototransduction - fly,12,34,8,2,0,16854,26758,8750,14,6,0,18876,2018,12,2,4,6,4,10,6,4,10,12464,2246,6,2822,4,0,3650,6984,http://www.genome.jp/kegg-bin/show_pathway?ko04745+K05692+K02183+K04958+K05858+K00910+K08834+K04515+K02677,101566
ko04750,Inflammatory mediator regulation of TRP channels,30,106,34,8,16,48318,71382,25674,32,56,8,62206,5192,32,10,28,10,10,52,20,48,14,31280,7134,14,8430,22,2,8648,17470,http://www.genome.jp/kegg-bin/show_pathway?ko04750+K06269+K04345+K00922+K02183+K05859+K19663+K04958+K04960+K16343+K05858+K04959+K18050+K04515+K02677+K01116+K06068+K18052+K08049+K16342+K04441+K08041+K04440+K04984+K18051,286286
ko04810,Regulation of actin cytoskeleton,96,164,302,62,50,46992,72432,27802,462,122,114,67090,4942,106,364,208,442,240,92,64,108,256,29964,7844,70,8790,164,72,7996,17236,http://www.genome.jp/kegg-bin/show_pathway?ko04810+K06269+K00889+K05692+K04409+K04371+K00922+K00907+K05740+K05767+K05743+K05760+K05768+K07827+K05766+K03099+K05758+K00921+K05755+K04368+K05735+K00920+K05756+K05757+K07830+K04514+K02833+K07829+K05765+K05759+K12757+K05745+K05741+K04410+K05717+K17457+K04392+K04358+K12329+K05733+K05747+K06270+K05094,294646
ko04910,Insulin signaling pathway,41954,38466,39330,50414,42514,162772,227042,119456,47978,44700,45818,229872,53498,42616,40620,45438,43618,46784,45188,44008,46420,49646,109642,65202,52784,64254,45984,45686,62920,83214,http://www.genome.jp/kegg-bin/show_pathway?ko04910+K07192+K00688+K01596+K06269+K03841+K02991+K03259+K05695+K04345+K00844+K07204+K04739+K07198+K04371+K00922+K02183+K07203+K07197+K03083+K07188+K07827+K03099+K00871+K06276+K07199+K04688+K00693+K04368+K04456+K07208+K07200+K02833+K07209+K15909+K06069+K18952+K05696+K07195+K04372+K06277+K07189+K04440,2077838
ko04911,Insulin secretion,218,232,52,18,8,20146,28534,10606,42,372,262,24258,2276,26,34,8,20,0,6,14,6,2,11914,2706,2,3044,12,2,3236,6458,http://www.genome.jp/kegg-bin/show_pathway?ko04911+K04345+K16882+K01539+K07882+K04962+K19663+K04960+K05858+K04851+K04857+K05032+K04515+K02677+K05274+K04944+K04853+K08049+K04560+K08041,114514
ko04912,GnRH signaling pathway,18,76,40,6,14,43182,65318,22770,26,38,12,57158,4774,22,6,46,10,4,12,10,20,8,30048,6256,10,7674,54,2,7840,16080,http://www.genome.jp/kegg-bin/show_pathway?ko04912+K04345+K04371+K02183+K01115+K07827+K03099+K04958+K04960+K04368+K05858+K04421+K04851+K02833+K04959+K04420+K04416+K04857+K04515+K04431+K02677+K04430+K04428+K06068+K04464+K04853+K08049+K16342+K04441+K08041+K04440,261534
ko04913,Ovarian steroidogenesis,6,36,16,0,6,15208,21526,7912,6,24,2,19372,1522,4,4,0,4,0,6,4,6,0,9382,2648,0,2576,6,2,2792,5560,http://www.genome.jp/kegg-bin/show_pathway?ko04913+K04345+K12473+K08049+K16342+K08041,88630
ko04914,Progesterone-mediated oocyte maturation,22442,18868,21684,27850,21978,80740,109838,64112,23310,25632,24124,106852,30880,24030,21180,23142,22150,22632,23230,23026,27196,24610,61052,31628,28402,32774,24394,22284,33022,44348,http://www.genome.jp/kegg-bin/show_pathway?ko04914+K04079+K04345+K04371+K00922+K03355+K06627+K06631+K03350+K05868+K03364+K07827+K02602+K02206+K03348+K04368+K04456+K03353+K04373+K06633+K03357+K02087+K03349+K03358+K08049+K04441+K08041+K04440+K02537,1067410
ko04915,Estrogen signaling pathway,22450,18942,21742,27886,21996,81288,109780,63574,23390,25666,24144,109480,32008,24094,21194,23192,22200,22708,23290,23138,27274,24660,58884,32130,28496,33288,24510,22348,33854,45170,http://www.genome.jp/kegg-bin/show_pathway?ko04915+K04079+K03283+K04345+K04371+K00922+K02183+K07827+K03099+K09487+K04958+K09571+K04960+K04368+K05858+K04456+K02833+K04959+K06068+K08049+K08041,1072776
ko04916,Melanogenesis,16,64,36,2,12,32308,45916,17342,24,36,6,39910,3972,12,4,40,8,8,12,12,14,6,24454,4858,4,5840,54,2,6986,13352,http://www.genome.jp/kegg-bin/show_pathway?ko04916+K04345+K04371+K02183+K03083+K07827+K19663+K02375+K04368+K05858+K02833+K04515+K02677+K08049+K04498+K08041,195310
ko04917,Prolactin signaling pathway,7172,6866,5700,7250,6084,15972,20958,14250,8424,7732,8180,23942,5700,6288,6370,5762,7590,6088,6014,5648,5824,6852,13790,9262,6408,7026,6050,7302,6898,10352,http://www.genome.jp/kegg-bin/show_pathway?ko04917+K00965+K04371+K00922+K03083+K07827+K03099+K04368+K04456+K02833+K02580+K04441+K04440,261754
ko04918,Thyroid hormone synthesis,2572,2292,2608,2936,3830,46740,57188,38622,2560,3400,2998,52724,24770,2756,2258,3430,2384,2928,3102,3084,3870,3850,33284,19178,3692,18066,3550,3596,20676,24868,http://www.genome.jp/kegg-bin/show_pathway?ko04918+K00383+K00432+K09490+K04345+K01539+K09487+K19663+K04958+K06233+K20734+K04960+K09582+K05858+K04959+K02677+K08049+K08041,397812
ko04919,Thyroid hormone signaling pathway,296,132,114,110,488,46618,70278,25700,86,106,278,63092,5194,150,88,322,84,266,186,508,120,352,30860,6988,470,8172,380,548,8154,17488,http://www.genome.jp/kegg-bin/show_pathway?ko04919+K01114+K02599+K04345+K05692+K04371+K00922+K20996+K07203+K01539+K08231+K03083+K07827+K05859+K19663+K06276+K06062+K05857+K04368+K05860+K05858+K04456+K06067+K07208+K11644+K02833+K05861+K02677+K01116+K17902+K04498+K04650+K15156,287628
ko04920,Adipocytokine signaling pathway,59180,52340,60854,78778,65298,104780,139742,96686,64186,71916,62122,150378,64552,68700,56498,67628,59062,64434,72658,69316,87454,70254,68074,51942,86630,43578,73876,68066,54126,62430,http://www.genome.jp/kegg-bin/show_pathway?ko04920+K01897+K01596+K07198+K04467+K07203+K07297+K07199+K07359+K15013+K04456+K03173+K07200+K07209+K07298+K07293+K02580+K18052+K05141+K04440+K04734,2195538
ko04921,Oxytocin signaling pathway,554,750,862,1042,1648,113186,173872,61476,548,1190,610,167278,11778,1286,624,1166,558,874,948,736,844,1304,62856,16400,890,18578,1216,1070,17386,36088,http://www.genome.jp/kegg-bin/show_pathway?ko04921+K06269+K03234+K04345+K08794+K05692+K07198+K04371+K02183+K00907+K04348+K07827+K04962+K19663+K04958+K07199+K07359+K05869+K04960+K04368+K05858+K06268+K04514+K08292+K04851+K21289+K07200+K02833+K04959+K04857+K04515+K02677+K04464+K04853+K08049+K16342+K17457+K12323+K12329+K08041+K06270,697618
ko04922,Glucagon signaling pathway,51558,44784,46890,60334,52254,129962,179122,107428,57004,53708,55960,179078,53218,52066,48476,52834,52424,55412,51822,52378,55160,59230,93378,68272,62902,64246,54226,55736,63820,75528,http://www.genome.jp/kegg-bin/show_pathway?ko04922+K00688+K01596+K00873+K01834+K00016+K04345+K00161+K00162+K07198+K02183+K17491+K04348+K11434+K00871+K19008+K04958+K07199+K15423+K00693+K04960+K16311+K05858+K04456+K06268+K11411+K07200+K04959+K04515+K04498,2089210
ko04923,Regulation of lipolysis in adipocytes,40,86,36,18,14,53104,77432,25758,38,44,46,65580,4632,16,14,24,20,8,14,20,14,12,23870,6000,4,6924,16,14,6136,14034,http://www.genome.jp/kegg-bin/show_pathway?ko04923+K07376+K04345+K16817+K00922+K07188+K04456+K19477+K01054+K08049+K12323+K08041,283968
ko04924,Renin secretion,232,138,194,104,96,43554,65222,22482,112,138,304,56894,4524,108,186,142,90,54,106,136,140,42,27650,5726,66,6902,176,114,7590,14830,http://www.genome.jp/kegg-bin/show_pathway?ko04924+K04345+K01283+K02183+K04348+K01363+K05030+K13755+K04958+K04960+K05858+K19477+K06268+K04851+K04959+K04857+K04853+K12323,258052
ko04925,Aldosterone synthesis and secretion,56,74,28,350,90,37000,55722,18660,18,32,44,45042,3846,464,14,22,12,66,24,36,60,62,24182,5258,60,6064,48,36,6558,13038,http://www.genome.jp/kegg-bin/show_pathway?ko04925+K04345+K08794+K02183+K07188+K19663+K04958+K05869+K04960+K04856+K05858+K12473+K04851+K06070+K04855+K04959+K04857+K18050+K04515+K02677+K04853+K08049+K12323+K08041,216966
ko04930,Type II diabetes mellitus,11852,9540,11494,13974,11564,22892,31438,24840,12432,12002,12886,32662,12002,12364,11674,10390,11682,11706,10438,10984,12618,11896,19324,15596,13456,18824,10714,11666,13892,15532,http://www.genome.jp/kegg-bin/show_pathway?ko04930+K00873+K00844+K04371+K00922+K07203+K04344+K04851+K18050+K05032+K07209+K06068+K18952+K04440,442334
ko04931,Insulin resistance,42516,38154,37266,49320,50934,132302,183654,112462,47540,46758,46752,191728,58146,42520,38784,53886,42796,55056,51364,51068,55202,60406,97078,72774,60456,67128,55514,54170,66740,79244,http://www.genome.jp/kegg-bin/show_pathway?ko04931+K00820+K00688+K01596+K06269+K15719+K05695+K07198+K00922+K01110+K07203+K07197+K03083+K06276+K07199+K04688+K00693+K09667+K04456+K17605+K04373+K07200+K18050+K07209+K14497+K07293+K17902+K06068+K18952+K02580+K18052+K05696+K07189+K04440+K04734+K11533,2041718
ko04932,Non-alcoholic fatty liver disease (NAFLD),350,422,554,338,1254,58136,94020,28336,500,430,398,100372,3730,410,422,530,530,522,512,456,286,514,22952,6648,404,7844,522,512,5712,12228,http://www.genome.jp/kegg-bin/show_pathway?ko04932+K03237+K00412+K03934+K03935+K03936+K03943+K07198+K00922+K00234+K07197+K02262+K02256+K02261+K07297+K03083+K07199+K08852+K03942+K04456+K08860+K03954+K03173+K07200+K08822+K07209+K00413+K02580+K00414+K04392+K04440+K00411+K08738+K03941+K05632+K03955,349844
ko04933,AGE-RAGE signaling pathway in diabetic complications,522,192,68,390,358,10768,15262,7136,612,312,498,19388,1394,318,52,222,426,144,310,192,256,228,7480,1810,412,2236,152,150,1880,4392,http://www.genome.jp/kegg-bin/show_pathway?ko04933+K06237+K04371+K00922+K05740+K03982+K06236+K07827+K05859+K19720+K05857+K05860+K05858+K04456+K02833+K18050+K02677+K02089+K01116+K06068+K18952+K02580+K05717+K04441+K04392+K04440,77560
ko04940,Type I diabetes mellitus,28970,23478,29960,37346,29780,16724,13640,26244,31606,32360,31094,18758,22990,31960,28108,31156,28766,31082,31502,31798,36034,32226,17926,20256,38400,20004,33030,30846,20876,19208,http://www.genome.jp/kegg-bin/show_pathway?ko04940+K04077+K01580+K01294+K06751,826128
ko04960,Aldosterone-regulated sodium reabsorption,160,22,46,36,28,14898,22160,8416,38,18,160,21634,1826,40,28,50,6,34,8,12,8,18,9226,2066,48,2738,38,4,2282,4866,http://www.genome.jp/kegg-bin/show_pathway?ko04960+K04371+K00922+K01539+K07827+K19663+K06276+K13302+K02677+K06644,90914
ko04961,Endocrine and other factor-regulated calcium reabsorption,194,94,70,8,8,32646,47142,17464,44,42,164,37086,3916,12,62,12,30,12,28,18,6,10,21734,5060,12,5904,10,12,6132,12674,http://www.genome.jp/kegg-bin/show_pathway?ko04961+K04345+K07904+K11827+K04646+K11826+K01539+K19663+K11824+K01528+K05858+K11825+K02677+K08049+K04585,190606
ko04962,Vasopressin-regulated water reabsorption,20,64,54,2,8,46600,67764,26974,26,40,14,57350,5540,16,30,12,18,18,12,10,18,16,31954,7432,8,8330,14,8,8550,18408,http://www.genome.jp/kegg-bin/show_pathway?ko04962+K04345+K07904+K07905+K06027+K10413+K07889+K10415+K10414+K10416+K10417+K10418+K10428+K07888+K07887+K10427+K10426+K08049+K05242,279310
ko04964,Proximal tubule bicarbonate reclamation,10506,10136,9700,12846,10156,5460,4270,6900,13596,11716,11136,4474,4580,10362,9262,12120,12202,10822,11340,11216,11276,11066,8604,6534,13334,5152,12452,11080,7136,7646,http://www.genome.jp/kegg-bin/show_pathway?ko04964+K00261+K01596+K01425+K01539+K00025,287080
ko04966,Collecting duct acid secretion,6,20,4,4,2,16466,22902,9120,46,24,12,19590,2198,16,22,10,8,8,12,2,0,6,12514,2646,6,3028,18,4,3342,7792,http://www.genome.jp/kegg-bin/show_pathway?ko04966+K02146+K02147+K02154+K02150+K02152+K02145+K02155+K02149+K02148+K02151+K05018,99828
ko04970,Salivary secretion,222,110,92,34,24,96688,140920,47738,54,58,214,112582,9876,56,44,52,34,10,14,44,20,18,55730,12148,16,13714,56,30,14410,31584,http://www.genome.jp/kegg-bin/show_pathway?ko04970+K07376+K04345+K13912+K02183+K05850+K01539+K19663+K04958+K04960+K05858+K19477+K10951+K04959+K02677+K08049+K08041,536592
ko04971,Gastric acid secretion,172,84,70,14,8,32836,48210,16010,48,42,154,37776,3656,28,46,14,20,2,28,20,32,6,21224,4164,4,5138,16,4,5942,11334,http://www.genome.jp/kegg-bin/show_pathway?ko04971+K04345+K02183+K00907+K01539+K19663+K04958+K04960+K05858+K04959+K04515+K02677+K05031+K08049+K08041,187102
ko04972,Pancreatic secretion,186,234,70,40,32,66520,100968,35068,84,408,186,77588,6930,52,58,18,28,24,20,40,12,22,44472,9660,30,10634,38,28,11014,24908,http://www.genome.jp/kegg-bin/show_pathway?ko04972+K07904+K01047+K07901+K05850+K01539+K05853+K04962+K05030+K19663+K04958+K04960+K04353+K05858+K07884+K10951+K07886+K04959+K02677+K05031+K07836+K08049+K04392+K12298+K08041,389372
ko04973,Carbohydrate digestion and absorption,8492,8512,6778,8316,9854,24856,35724,29426,7622,10216,9812,33856,22466,6832,7044,11430,7230,11060,12888,8482,12872,12964,36712,36208,11980,26026,11446,9146,27590,31992,http://www.genome.jp/kegg-bin/show_pathway?ko04973+K01176+K00844+K08171+K00922+K01539+K01229+K04456+K01203+K12047+K04851,497832
ko04974,Protein digestion and absorption,15046,13148,17622,23084,19316,23172,21134,23334,16448,20720,16698,20650,28142,20586,15652,20848,15164,19102,23480,22036,31018,20480,20800,17004,29164,11796,23646,19022,24524,23880,http://www.genome.jp/kegg-bin/show_pathway?ko04974+K01278+K16628+K19721+K06237+K01539+K06236+K19720+K14211+K05849+K08131+K14207+K08133+K06002+K06823,616716
ko04975,Fat digestion and absorption,38,6,10,58,20,1328,1996,740,96,4,18,1088,340,40,12,24,46,36,20,16,10,44,1510,370,12,316,14,16,384,846,http://www.genome.jp/kegg-bin/show_pathway?ko04975+K01047+K13509+K14455+K05641+K14452+K12298,9458
ko04976,Bile secretion,472,284,434,250,858,40274,56290,21768,318,402,572,45130,5616,318,270,618,260,344,382,404,320,480,29510,8188,420,8218,516,620,7902,17456,http://www.genome.jp/kegg-bin/show_pathway?ko04976+K00021+K05658+K04345+K01539+K05666+K14349+K05659+K05673+K05667+K08205+K05664+K09869+K12473+K05031+K01253+K08049+K08041,248894
ko04977,Vitamin digestion and absorption,0,6,2,2,30,4206,7774,2504,2,4,0,5344,576,22,0,4,12,4,4,6,4,0,2904,732,32,792,2,4,566,1638,http://www.genome.jp/kegg-bin/show_pathway?ko04977+K05665+K14616+K14617,27176
ko04978,Mineral absorption,192,30,108,66,88,2472,2686,1146,46,46,224,1274,646,74,82,94,26,98,62,82,78,118,1536,390,92,452,90,86,666,1012,http://www.genome.jp/kegg-bin/show_pathway?ko04978+K07213+K01539+K14710+K05011+K13625,14062
ko05010,Alzheimer's disease,16176,13202,15424,18804,15942,40816,54390,33344,17762,16506,17528,43864,18166,16446,15258,16962,15862,15996,15146,16312,17216,16592,32172,16824,19152,17164,17008,15720,20030,23604,http://www.genome.jp/kegg-bin/show_pathway?ko05010+K00134+K00412+K03934+K03935+K03936+K02132+K03943+K04371+K01367+K02133+K00234+K02183+K04348+K02262+K01408+K02126+K05853+K02256+K02261+K03083+K02128+K02090+K04958+K08852+K04532+K03942+K04960+K05858+K06268+K08860+K03954+K04851+K04959+K04857+K03853+K04550+K00413+K04853+K04528+K00414+K02084+K00411+K08738+K02137+K08683+K03941+K03955,629388
ko05012,Parkinson's disease,382,388,390,316,900,27478,36510,13700,624,318,294,29602,2934,426,324,130,562,376,200,178,152,128,17474,4104,154,4724,148,100,4592,10190,http://www.genome.jp/kegg-bin/show_pathway?ko05012+K03878+K05687+K00412+K03882+K03883+K03879+K10578+K03934+K04345+K03935+K03881+K03936+K02132+K03943+K02133+K00234+K03178+K03884+K02262+K02126+K10575+K02256+K02261+K02128+K03942+K03880+K04551+K03954+K04555+K09565+K10698+K05863+K00413+K04528+K08844+K05611+K00414+K02084+K08669+K04556+K00411+K08738+K02137+K03941+K03955,157798
ko05014,Amyotrophic lateral sclerosis (ALS),5548,4938,7166,9642,5602,2912,4402,1854,6356,7626,6556,4150,514,8372,5804,5696,5826,6364,6438,5840,8922,6800,1666,352,8166,524,6318,5188,460,868,http://www.genome.jp/kegg-bin/show_pathway?ko05014+K03781+K04565+K04348+K04573+K04574+K06268+K07887+K04575+K05141+K04441+K02308+K04392+K02084+K08738,150870
ko05016,Huntington's disease,4266,3394,4900,4744,4414,80844,118394,45834,5128,4694,4430,81608,16196,4294,4448,4276,4294,4830,4536,4416,5534,5266,61880,15486,5510,15964,4272,4312,19554,36676,http://www.genome.jp/kegg-bin/show_pathway?ko05016+K04564+K00412+K03120+K04565+K10408+K03934+K03935+K03936+K02132+K03006+K03943+K11827+K04646+K02133+K00234+K11826+K10410+K02262+K02126+K02256+K02261+K02128+K03011+K04958+K11824+K03010+K03942+K04638+K10409+K03008+K05858+K10411+K11825+K03007+K03013+K03014+K06067+K03016+K03954+K11143+K11644+K03015+K03017+K10412+K09565+K05863+K10426+K00413+K03012+K04498+K00414+K02084+K00411+K08738+K02137+K03941+K03955,584394
ko05020,Prion diseases,1092,812,946,1030,246,25326,35404,14158,784,1062,1262,32918,3282,830,908,378,638,790,478,398,652,914,16978,3918,392,4396,360,614,4780,9746,http://www.genome.jp/kegg-bin/show_pathway?ko05020+K04565+K09490+K02599+K04345+K04371+K09553+K04368,165492
ko05030,Cocaine addiction,6,38,16,0,6,15242,21578,7964,6,24,2,19482,1532,4,4,0,4,0,6,4,6,0,9206,2236,0,2382,6,2,2642,5322,http://www.genome.jp/kegg-bin/show_pathway?ko05030+K04345+K02090+K02580,87720
ko05031,Amphetamine addiction,30,120,56,16,16,41814,59922,23442,24,52,8,51848,4886,60,32,4,32,8,22,18,36,6,28486,6394,6,7420,12,8,8236,16148,http://www.genome.jp/kegg-bin/show_pathway?ko05031+K06269+K04345+K02183+K04348+K19663+K05869+K06268+K11411+K04851+K04515+K02677+K04560,249162
ko05032,Morphine addiction,8,50,18,118,12,26194,36824,13492,6,32,12,35514,3196,126,4,0,8,18,6,8,8,20,13778,3452,6,3846,18,8,3860,8082,http://www.genome.jp/kegg-bin/show_pathway?ko05032+K05185+K04345+K19663+K13755+K13293+K18437+K04344+K04536+K00910+K02677+K18436+K08049+K08041,148724
ko05033,Nicotine addiction,2,0,0,116,6,6,4,12,0,0,0,2,778,120,0,0,2,14,0,0,2,20,28,18,4,62,8,2,102,32,http://www.genome.jp/kegg-bin/show_pathway?ko05033+K05185+K04808+K04344,1340
ko05034,Alcoholism,34,70,48,76,34,36918,53624,22332,38,48,18,50280,4984,130,24,56,40,40,22,60,38,60,30092,6384,30,7782,52,20,8670,17506,http://www.genome.jp/kegg-bin/show_pathway?ko05034+K06269+K04371+K11303+K02183+K11251+K07827+K03099+K11253+K07359+K05869+K04368+K11254+K06067+K11407+K11252+K04536+K00908+K02833+K11408+K11406,239510
ko05100,Bacterial invasion of epithelial cells,3268,2262,2056,3402,1844,21080,31318,15366,2870,2664,4084,32520,7192,2966,2558,1720,2758,2352,1250,1382,1716,3138,14178,5946,1988,5976,2112,1766,4938,9188,http://www.genome.jp/kegg-bin/show_pathway?ko05100+K13730+K13731+K05692+K13925+K00922+K04646+K13732+K13735+K13734+K05760+K05758+K01528+K05755+K13085+K05756+K05757+K13733+K06272+K05717+K05691+K04392+K05747,195858
ko05110,Vibrio cholerae infection,50,118,58,22,78,41920,59916,23762,180,92,78,52306,5282,64,80,102,130,226,68,96,102,208,29252,6690,58,7710,72,78,8526,17944,http://www.genome.jp/kegg-bin/show_pathway?ko05110+K04345+K05692+K08604+K02146+K02147+K10950+K07937+K02154+K07342+K10953+K02150+K10956+K05859+K02152+K02145+K10954+K02144+K03661+K10949+K09582+K02155+K02149+K10951+K02148+K02677+K02151+K05031+K01116+K08049+K10955,255268
ko05111,Biofilm formation - Vibrio cholerae,53804,45994,55572,65054,68666,59908,52220,94930,61234,62044,59546,66458,81562,58200,54432,64824,57988,64576,64580,59868,73828,67200,69544,76258,87568,73262,67270,60728,81112,77426,http://www.genome.jp/kegg-bin/show_pathway?ko05111+K05946+K03092+K01912+K10914+K01791+K02405+K00640+K07173+K02453+K03606+K02472+K03666+K12276+K03563+K16554+K02456+K02455+K02454+K02778+K02777+K02460+K07678+K02452+K10943+K08604+K03087+K02461+K20962+K02462+K20918+K20922+K02457+K20956+K20988+K05851+K20945+K02458+K20955+K10912+K10941+K10925+K07181+K20965+K20964+K02459+K20966+K07689+K20959+K10942+K20954+K10927+K10924+K10939+K20958+K10938+K03557,1985656
ko05120,Epithelial cell signaling in Helicobacter pylori infection,44828,36010,45630,56498,45328,48090,52140,63528,47700,50418,51172,60506,45598,48612,43096,46798,45056,44306,45684,45266,52620,48458,51100,44460,55076,47198,49768,47076,47592,49192,http://www.genome.jp/kegg-bin/show_pathway?ko05120+K08303+K03196+K01428+K04409+K02146+K02147+K03191+K04467+K02154+K02150+K14048+K05859+K02152+K02145+K02144+K03661+K08727+K02155+K02149+K02148+K07209+K04430+K02151+K07293+K01116+K02580+K04441+K04392+K04440+K04734,1458804
