Pathway,Description,F_MC1,F_MC2,F_MC3,F_MC4,F_MC5,S_MC1,S_MC2,S_MC3,S_MC4,S_MC5,Total
Nervous system,Long-term depression,0.00020774772561403,0.00016235340276947845,6.320838159995584e-05,7.548618291472155e-05,9.083994244381247e-05,0.00024945567435486084,3.7250506583607966e-05,5.735751941511063e-05,3.508259539286587e-05,5.712021033946255e-05,0.00010440873844224139
Digestive system,Fat digestion and absorption,8.129258828375088e-05,1.8039266974386494e-05,6.320838159995584e-05,0.0001887154572868039,0.00023214651957863188,6.236391858871521e-05,7.450101316721593e-05,4.0969656725079015e-05,0.00019295427466076227,9.520035056577092e-05,0.00010348476730558439
Sensory system,Inflammatory mediator regulation of TRP channels,3.613003923722261e-05,0.0002525497376414109,5.267365133329653e-05,0.0001509723658294431,5.0466634691006926e-05,9.800044349655247e-05,9.312626645901991e-06,0.0001966543522803793,6.139454193751527e-05,7.616028045261674e-05,0.00010071285389561338
Cancers: Specific types,Non-small cell lung cancer,5.419505885583392e-05,7.215706789754598e-05,2.106946053331861e-05,0.00016040813869378333,2.018665387640277e-05,0.00034745611785141336,1.8625253291803983e-05,4.916358807009483e-05,9.647713733038113e-05,0.00013328049079207928,9.886491162229937e-05
Endocrine system,Regulation of lipolysis in adipocytes,0.00020774772561403,0.00019843193671825147,7.374311186661515e-05,7.548618291472155e-05,0.00010093326938201385,7.127304981567453e-05,6.518838652131395e-05,5.735751941511063e-05,5.26238930892988e-05,6.664024539603964e-05,9.701696934898537e-05
Infectious diseases: Bacterial,Shigellosis,4.5162549046528266e-05,7.215706789754598e-05,2.106946053331861e-05,2.8307318593020582e-05,6.0559961629208304e-05,1.7818262453918632e-05,4.6563133229509965e-05,0.00017207255824533188,0.0002104955723571952,0.0002570409465275815,9.516902707567136e-05
Infectious diseases: Parasitic,Leishmaniasis,0.0001535526667581961,9.921596835912573e-05,9.481257239993377e-05,3.7743091457360776e-05,0.0001413065771348194,9.800044349655247e-05,4.6563133229509965e-05,0.00013110290152025286,8.770648848216466e-05,2.8560105169731276e-05,9.239711366570035e-05
Glycan biosynthesis and metabolism,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,0.0,0.0001894123032310582,0.00042138921066637225,0.0,3.0279980814604152e-05,0.0,9.312626645901993e-05,0.0,0.00014910103041967994,4.760017528288546e-05,8.870122911907234e-05
Immune system,Chemokine signaling pathway,0.00010839011771166784,0.0001894123032310582,4.213892106663722e-05,5.6614637186041164e-05,5.0466634691006926e-05,0.00024054654312790152,9.312626645901991e-06,5.735751941511063e-05,4.385324424108233e-05,7.616028045261674e-05,8.870122911907234e-05
Immune system,Natural killer cell mediated cytotoxicity,7.226007847444522e-05,8.117670138473922e-05,0.00013695149346657097,0.00010379350150774214,0.0001413065771348194,0.00019600088699310494,0.0,4.916358807009483e-05,4.385324424108233e-05,6.664024539603964e-05,8.777725798241533e-05
Endocrine system,GnRH signaling pathway,5.419505885583392e-05,0.0001713730362566717,3.160419079997792e-05,0.00010379350150774214,5.0466634691006926e-05,0.00024054654312790152,9.312626645901991e-06,8.193931345015803e-05,3.508259539286587e-05,6.664024539603964e-05,8.592931570910133e-05
Excretory system,Vasopressin-regulated water reabsorption,6.322756866513958e-05,0.00018039266974386494,0.0001580209539998896,7.548618291472155e-05,9.083994244381247e-05,6.236391858871521e-05,3.7250506583607966e-05,7.374538210514224e-05,7.016519078573174e-05,3.808014022630837e-05,8.408137343578732e-05
Signal transduction,VEGF signaling pathway,5.419505885583392e-05,8.117670138473922e-05,0.00012641676319991168,9.435772864340195e-05,0.00015139990407302077,0.00019600088699310494,0.0,4.916358807009483e-05,3.508259539286587e-05,6.664024539603964e-05,8.408137343578732e-05
Lipid metabolism,Fatty acid elongation,2.709752942791696e-05,7.215706789754598e-05,3.160419079997792e-05,0.00012266504723642253,0.0001917732118258263,8.018218104263385e-05,7.450101316721593e-05,7.374538210514224e-05,7.016519078573174e-05,9.520035056577092e-05,8.31574022991303e-05
Xenobiotics biodegradation and metabolism,Steroid degradation,4.5162549046528266e-05,3.607853394877299e-05,8.427784213327444e-05,0.0,0.00015139990407302077,8.909131226959316e-06,0.00011175151975082392,0.00011471503883022125,0.0001578716792678964,9.520035056577092e-05,8.03854888891593e-05
Signal transduction,Rap1 signaling pathway,8.129258828375088e-05,9.921596835912573e-05,3.160419079997792e-05,8.492195577906175e-05,6.0559961629208304e-05,0.00021381914944702357,0.0,4.916358807009483e-05,9.647713733038113e-05,4.760017528288546e-05,7.761357547918829e-05
Sensory system,Taste transduction,4.5162549046528266e-05,0.00016235340276947845,0.0001580209539998896,3.7743091457360776e-05,7.06532885674097e-05,6.236391858871521e-05,0.00010243889310492192,4.916358807009483e-05,1.7541297696432935e-05,8.568031550919384e-05,7.761357547918829e-05
Cancers: Specific types,Glioma,8.129258828375088e-05,9.019633487193247e-05,6.320838159995584e-05,7.548618291472155e-05,4.037330775280554e-05,0.0002227282806739829,0.0,4.0969656725079015e-05,8.770648848216466e-05,4.760017528288546e-05,7.576563320587428e-05
Substance dependence,Nicotine addiction,0.0,0.0,0.0,0.0005661463718604117,1.0093326938201385e-05,3.5636524907837264e-05,9.312626645901991e-06,8.193931345015804e-06,8.770648848216466e-05,2.8560105169731276e-05,7.391769093256027e-05
Environmental adaptation,Circadian rhythm,9.935760790236219e-05,0.00015333376928228522,0.0001474862237332303,0.00011322927437208233,5.0466634691006926e-05,4.454565613479658e-05,2.793787993770598e-05,8.193931345015804e-06,4.385324424108233e-05,4.760017528288546e-05,7.206974865924627e-05
Cellular community - eukaryotes,Signaling pathways regulating pluripotency of stem cells,3.613003923722261e-05,8.117670138473922e-05,1.0534730266659305e-05,3.7743091457360776e-05,0.00024223984651683322,0.00021381914944702357,0.0,3.2775725380063216e-05,3.508259539286587e-05,3.808014022630837e-05,7.206974865924627e-05
Endocrine system,Melanogenesis,2.709752942791696e-05,0.00016235340276947845,2.106946053331861e-05,5.6614637186041164e-05,4.037330775280554e-05,0.00024054654312790152,9.312626645901991e-06,5.735751941511063e-05,2.63119465446494e-05,5.712021033946255e-05,7.114577752258927e-05
Nervous system,Serotonergic synapse,6.322756866513958e-05,0.00015333376928228522,2.106946053331861e-05,6.605041005038136e-05,3.0279980814604152e-05,0.0002316374119009422,9.312626645901991e-06,4.916358807009483e-05,8.770648848216467e-06,5.712021033946255e-05,7.022180638593226e-05
Infectious diseases: Bacterial,Pathogenic Escherichia coli infection,2.709752942791696e-05,5.411780092315948e-05,0.0003476460987997571,6.605041005038136e-05,7.06532885674097e-05,2.6727393680877946e-05,2.793787993770598e-05,3.2775725380063216e-05,4.385324424108233e-05,1.9040070113154185e-05,6.744989297596125e-05
Signal transduction,Hedgehog signaling pathway - fly,5.419505885583392e-05,0.00018039266974386494,7.374311186661515e-05,4.717886432170098e-05,6.0559961629208304e-05,4.454565613479658e-05,8.381363981311794e-05,5.735751941511063e-05,2.63119465446494e-05,3.808014022630837e-05,6.652592183930425e-05
Glycan biosynthesis and metabolism,Other types of O-glycan biosynthesis,0.0,0.00011725523533351223,4.213892106663722e-05,9.435772864340194e-06,1.0093326938201385e-05,3.5636524907837264e-05,0.00014900202633443186,6.555145076012643e-05,0.00011401843502681407,9.520035056577092e-05,6.467797956599024e-05
Immune diseases,Systemic lupus erythematosus,9.032509809305653e-06,9.019633487193247e-05,5.267365133329653e-05,0.0001509723658294431,0.00018167988488762495,6.236391858871521e-05,1.8625253291803983e-05,2.4581794035047414e-05,3.508259539286587e-05,3.808014022630837e-05,6.467797956599024e-05
Cancers: Specific types,Chronic myeloid leukemia,0.00013548764713958478,7.215706789754598e-05,1.0534730266659305e-05,3.7743091457360776e-05,2.018665387640277e-05,0.00019600088699310494,0.0,3.2775725380063216e-05,7.89358396339482e-05,3.808014022630837e-05,6.375400842933324e-05
Signal transduction,Hippo signaling pathway - fly,3.613003923722261e-05,0.00014431413579509196,0.00010534730266659306,6.605041005038136e-05,0.00011102659632021523,3.5636524907837264e-05,3.7250506583607966e-05,4.0969656725079015e-05,7.016519078573174e-05,0.0,6.375400842933324e-05
Cancers: Specific types,Melanoma,5.419505885583392e-05,9.019633487193247e-05,3.160419079997792e-05,4.717886432170098e-05,2.018665387640277e-05,0.00020491001822006425,0.0,3.2775725380063216e-05,3.508259539286587e-05,4.760017528288546e-05,5.728621047273421e-05
Cancers: Specific types,Pancreatic cancer,4.5162549046528266e-05,7.215706789754598e-05,2.106946053331861e-05,3.7743091457360776e-05,5.0466634691006926e-05,0.00019600088699310494,0.0,3.2775725380063216e-05,4.385324424108233e-05,3.808014022630837e-05,5.45142970627632e-05
Excretory system,Collecting duct acid secretion,5.419505885583392e-05,0.00010823560184631897,0.00011588203293325237,7.548618291472155e-05,4.037330775280554e-05,8.018218104263385e-05,1.8625253291803983e-05,0.0,2.63119465446494e-05,9.520035056577092e-06,5.174238365279219e-05
Signal transduction,Hippo signaling pathway -multiple species,4.5162549046528266e-05,0.00010823560184631897,8.427784213327444e-05,9.435772864340195e-05,3.0279980814604152e-05,1.7818262453918632e-05,9.312626645901991e-06,4.0969656725079015e-05,0.0,8.568031550919384e-05,5.081841251613519e-05
Transport and catabolism,Autophagy - other,2.709752942791696e-05,0.0001894123032310582,9.481257239993377e-05,1.8871545728680388e-05,2.018665387640277e-05,2.6727393680877946e-05,1.8625253291803983e-05,3.2775725380063216e-05,5.26238930892988e-05,1.9040070113154185e-05,4.989444137947819e-05
Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - lacto and neolacto series,0.00024387776485125263,0.0,0.0,3.7743091457360776e-05,0.0002018665387640277,0.0,0.0,1.6387862690031608e-05,0.0,0.0,4.8970470242821184e-05
Biosynthesis of other secondary metabolites,"Stilbenoid, diarylheptanoid and gingerol biosynthesis",4.5162549046528266e-05,0.00011725523533351223,0.0,1.8871545728680388e-05,8.074661550561108e-05,0.0,3.7250506583607966e-05,0.0,4.385324424108233e-05,6.664024539603964e-05,4.065473001290815e-05
Biosynthesis of other secondary metabolites,Flavonoid biosynthesis,4.5162549046528266e-05,0.00011725523533351223,0.0,1.8871545728680388e-05,8.074661550561108e-05,0.0,3.7250506583607966e-05,0.0,4.385324424108233e-05,6.664024539603964e-05,4.065473001290815e-05
Digestive system,Vitamin digestion and absorption,0.0,1.8039266974386494e-05,0.0,0.00010379350150774214,6.0559961629208304e-05,8.909131226959316e-06,1.8625253291803983e-05,1.6387862690031608e-05,0.0,0.0001428005258486564,3.6034874329623134e-05
Glycan biosynthesis and metabolism,Mucin type O-glycan biosynthesis,0.0,0.0,0.0,0.000339687823116247,2.018665387640277e-05,0.0,0.0,0.0,8.770648848216467e-06,0.0,3.6034874329623134e-05
Signal transduction,Plant hormone signal transduction,0.0,9.019633487193247e-06,3.160419079997792e-05,3.7743091457360776e-05,2.018665387640277e-05,8.909131226959316e-06,8.381363981311794e-05,0.00012290897017523705,8.770648848216467e-06,1.9040070113154185e-05,3.511090319296613e-05
Cancers: Specific types,Thyroid cancer,1.8065019618611305e-05,4.5098167435966236e-05,0.0,9.435772864340194e-06,1.0093326938201385e-05,0.00018709175576614564,0.0,2.4581794035047414e-05,8.770648848216467e-06,2.8560105169731276e-05,3.418693205630913e-05
Immune system,Leukocyte transendothelial migration,4.5162549046528266e-05,5.411780092315948e-05,3.160419079997792e-05,5.6614637186041164e-05,4.037330775280554e-05,1.7818262453918632e-05,0.0,1.6387862690031608e-05,4.385324424108233e-05,1.9040070113154185e-05,3.233898978299512e-05
Immune system,Cytosolic DNA-sensing pathway,6.322756866513958e-05,3.607853394877299e-05,5.267365133329653e-05,0.0,1.0093326938201385e-05,2.6727393680877946e-05,4.6563133229509965e-05,0.0,8.770648848216467e-06,7.616028045261674e-05,3.141501864633812e-05
Metabolism of terpenoids and polyketides,Type I polyketide structures,9.032509809305653e-05,9.019633487193247e-06,1.0534730266659305e-05,2.8307318593020582e-05,0.0,7.127304981567453e-05,1.8625253291803983e-05,8.193931345015804e-06,2.63119465446494e-05,3.808014022630837e-05,3.049104750968112e-05
Signaling molecules and interaction,Cell adhesion molecules (CAMs),0.0,0.0,0.0,9.435772864340194e-06,0.0,8.909131226959316e-06,0.0,0.0,0.00019295427466076227,5.712021033946255e-05,2.7719134099710103e-05
Substance dependence,Cocaine addiction,9.032509809305653e-06,0.00010823560184631897,2.106946053331861e-05,1.8871545728680388e-05,2.018665387640277e-05,2.6727393680877946e-05,9.312626645901991e-06,2.4581794035047414e-05,0.0,2.8560105169731276e-05,2.67951629630531e-05
Endocrine system,Ovarian steroidogenesis,9.032509809305653e-06,0.00010823560184631897,2.106946053331861e-05,1.8871545728680388e-05,2.018665387640277e-05,2.6727393680877946e-05,9.312626645901991e-06,2.4581794035047414e-05,0.0,2.8560105169731276e-05,2.67951629630531e-05
Signal transduction,Jak-STAT signaling pathway,4.5162549046528266e-05,2.705890046157974e-05,4.213892106663722e-05,2.8307318593020582e-05,1.0093326938201385e-05,1.7818262453918632e-05,0.0,8.193931345015804e-06,6.139454193751527e-05,9.520035056577092e-06,2.4947220689739094e-05
Cancers: Specific types,Basal cell carcinoma,1.8065019618611305e-05,4.5098167435966236e-05,2.106946053331861e-05,0.0,1.0093326938201385e-05,1.7818262453918632e-05,6.518838652131395e-05,1.6387862690031608e-05,2.63119465446494e-05,9.520035056577092e-06,2.3099278416425087e-05
Cardiovascular diseases,Viral myocarditis,3.613003923722261e-05,2.705890046157974e-05,1.0534730266659305e-05,4.717886432170098e-05,4.037330775280554e-05,8.909131226959316e-06,0.0,8.193931345015804e-06,4.385324424108233e-05,0.0,2.2175307279768084e-05
Metabolism of terpenoids and polyketides,Biosynthesis of enediyne antibiotics,0.0,4.5098167435966236e-05,1.0534730266659305e-05,0.0,0.0,2.6727393680877946e-05,9.312626645901991e-06,4.0969656725079015e-05,2.63119465446494e-05,3.808014022630837e-05,2.0327365006454075e-05
Sensory system,Phototransduction - fly,0.0,2.705890046157974e-05,1.0534730266659305e-05,5.6614637186041164e-05,3.0279980814604152e-05,1.7818262453918632e-05,0.0,1.6387862690031608e-05,4.385324424108233e-05,0.0,2.0327365006454075e-05
Sensory system,Phototransduction,4.5162549046528266e-05,0.0,0.0,1.8871545728680388e-05,7.06532885674097e-05,8.909131226959316e-06,0.0,8.193931345015804e-06,1.7541297696432935e-05,0.0,1.6631480459826062e-05
Metabolism of terpenoids and polyketides,Biosynthesis of type II polyketide products,2.709752942791696e-05,0.0,0.0,0.0,6.0559961629208304e-05,0.0,4.6563133229509965e-05,0.0,0.0,2.8560105169731276e-05,1.570750932316906e-05
Environmental adaptation,Circadian rhythm - plant,1.8065019618611305e-05,2.705890046157974e-05,2.106946053331861e-05,2.8307318593020582e-05,3.0279980814604152e-05,0.0,0.0,8.193931345015804e-06,8.770648848216467e-06,9.520035056577092e-06,1.4783538186512055e-05
Biosynthesis of other secondary metabolites,Caffeine metabolism,0.0,2.705890046157974e-05,1.0534730266659305e-05,0.0,1.0093326938201385e-05,0.0,6.518838652131395e-05,8.193931345015804e-06,1.7541297696432935e-05,0.0,1.3859567049855051e-05
Immune system,Hematopoietic cell lineage,0.0,0.0,0.0,0.0,0.0,8.909131226959316e-06,0.0,0.0,6.139454193751527e-05,5.712021033946255e-05,1.2935595913198048e-05
"Folding, sorting and degradation",SNARE interactions in vesicular transport,1.8065019618611305e-05,0.0,4.213892106663722e-05,7.548618291472155e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.2935595913198048e-05
Metabolism of terpenoids and polyketides,Monoterpenoid biosynthesis,3.613003923722261e-05,1.8039266974386494e-05,6.320838159995584e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1087653639884042e-05
Environmental adaptation,Circadian rhythm - fly,1.8065019618611305e-05,2.705890046157974e-05,1.0534730266659305e-05,3.7743091457360776e-05,0.0,1.7818262453918632e-05,0.0,0.0,0.0,0.0,1.1087653639884042e-05
Biosynthesis of other secondary metabolites,Puromycin biosynthesis,0.0,0.0,7.374311186661515e-05,0.0,2.018665387640277e-05,0.0,0.0,0.0,0.0,0.0,8.315740229913031e-06
Glycan biosynthesis and metabolism,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,0.0,0.0,0.0,0.0,0.0,0.0,9.312626645901991e-06,3.2775725380063216e-05,0.0,9.520035056577092e-06,5.543826819942021e-06
Biosynthesis of other secondary metabolites,Clavulanic acid biosynthesis,0.0,0.0,6.320838159995584e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.543826819942021e-06
Cell growth and death,Apoptosis - multiple species,0.0,0.0,0.0,9.435772864340194e-06,0.0,8.909131226959316e-06,9.312626645901991e-06,1.6387862690031608e-05,0.0,9.520035056577092e-06,5.543826819942021e-06
Biosynthesis of other secondary metabolites,Betalain biosynthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63119465446494e-05,0.0,2.7719134099710105e-06
Metabolism of terpenoids and polyketides,Biosynthesis of type II polyketide backbone,0.0,0.0,0.0,0.0,0.0,0.0,1.8625253291803983e-05,0.0,8.770648848216467e-06,0.0,2.7719134099710105e-06
Immune diseases,Autoimmune thyroid disease,0.0,0.0,0.0,9.435772864340194e-06,0.0,0.0,0.0,0.0,8.770648848216467e-06,0.0,1.8479422733140068e-06
Immune diseases,Allograft rejection,0.0,0.0,0.0,9.435772864340194e-06,0.0,0.0,0.0,0.0,8.770648848216467e-06,0.0,1.8479422733140068e-06
Glycan biosynthesis and metabolism,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,0.0,0.0,0.0,9.435772864340194e-06,1.0093326938201385e-05,0.0,0.0,0.0,0.0,0.0,1.8479422733140068e-06
Biosynthesis of other secondary metabolites,Indole alkaloid biosynthesis,0.0,0.0,2.106946053331861e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8479422733140068e-06
Immune diseases,Graft-versus-host disease,0.0,0.0,0.0,9.435772864340194e-06,0.0,0.0,0.0,0.0,8.770648848216467e-06,0.0,1.8479422733140068e-06
Xenobiotics biodegradation and metabolism,Furfural degradation,0.0,0.0,0.0,0.0,0.0,8.909131226959316e-06,0.0,0.0,0.0,0.0,9.239711366570034e-07
Glycan biosynthesis and metabolism,Glycosaminoglycan biosynthesis - keratan sulfate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xenobiotics biodegradation and metabolism,Bisphenol degradation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Immune diseases,Inflammatory bowel disease (IBD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Immune diseases,Asthma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Immune system,Intestinal immune network for IgA production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Signaling molecules and interaction,Cytokine-cytokine receptor interaction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metabolism of terpenoids and polyketides,Brassinosteroid biosynthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lipid metabolism,"Cutin, suberine and wax biosynthesis",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
