Pathway,Description,F_LW1,F_LW2,F_LW3,F_LW4,F_LW5,S_LW1,S_LW2,S_LW3,S_LW4,S_LW5,Total
Metabolism of terpenoids and polyketides,Biosynthesis of siderophore group nonribosomal peptides,0.008213246978802796,0.011528663093384198,0.010593276197325504,0.013288171861729535,0.008465394118557557,0.0030972542427558022,0.008889233865597682,0.008038029751991528,0.010606260483463463,0.008542373669540044,0.00916400368434904
Xenobiotics biodegradation and metabolism,Caprolactam degradation,0.012111586006591861,0.0073890552531985345,0.00665818102744233,0.010112058432246376,0.007064049719699271,0.018197517509366434,0.007786131474667535,0.007747179991228676,0.007399716616369857,0.007093371429736407,0.009077440463434842
Immune system,RIG-I-like receptor signaling pathway,0.005328351749306584,0.01888153296336433,0.013654780239494613,0.0012876135524931718,0.01580334297076095,0.0048894339974661334,0.0118764673476056,0.0031993473683913642,0.0031725221815011,0.007581988464088796,0.008948765405319142
Xenobiotics biodegradation and metabolism,Drug metabolism - cytochrome P450,0.007492023171428744,0.010450338673475694,0.007626214439233592,0.0050302769450733245,0.007681915204650425,0.019530163993638223,0.008816767285171613,0.007888198057053089,0.00677882085430664,0.007000702681841989,0.00869765407978426
Metabolism of cofactors and vitamins,Retinol metabolism,0.007970766560806348,0.007121283417382328,0.006996599212052283,0.005948774612518454,0.007357058094006004,0.020449230534515316,0.009299877821345401,0.008989901696306314,0.007289146138194216,0.00744719755806055,0.008690635440250677
Immune system,Cytosolic DNA-sensing pathway,0.006596710858826471,0.021588199628101105,0.01333997262590396,0.0017854907927905316,0.013733175108811207,0.0027204369609961946,0.010169476786458218,0.001833234855717366,0.002900348696761059,0.005930799865242792,0.008512050056562826
Lipid metabolism,alpha-Linolenic acid metabolism,0.004644432621624292,0.003893547234300501,0.002660124334841026,0.007382317700960851,0.004274100416517774,0.007122765691797469,0.006932636194093845,0.005799367957028975,0.012468947769653117,0.01855902287376402,0.007109881847520228
Xenobiotics biodegradation and metabolism,Chlorocyclohexane and chlorobenzene degradation,0.010930271149686083,0.005905454541243882,0.00642207531724934,0.00766559268250935,0.005592638100898071,0.007334150996199201,0.006707184610546078,0.007685484587430496,0.00648113110537222,0.005475880557397464,0.007077908045200569
Neurodegenerative diseases,Amyotrophic lateral sclerosis (ALS),0.005763573012377133,0.015928805692742385,0.011458997134699804,0.002206111219938301,0.013217225580140657,0.002407954337097983,0.006707184610546078,0.0015511987240685405,0.001956246921569043,0.003656203326016153,0.006902442056860978
Lipid metabolism,Secondary bile acid biosynthesis,0.004619562835163118,0.003046809266989797,0.003148076135906539,0.004128947458328105,0.0023695459835240116,0.011515903757189971,0.010572068899936374,0.012832643990021562,0.008862649096847575,0.010699028165991968,0.006824457173154492
Lipid metabolism,Primary bile acid biosynthesis,0.004613345388547824,0.0030323351137024348,0.0031323357552270063,0.004060274735528468,0.0023695459835240116,0.011515903757189971,0.010588172584475499,0.012841457619135587,0.00882862741125507,0.010699028165991968,0.006813539289435585
Lipid metabolism,Steroid hormone biosynthesis,0.006932452976052323,0.004617254898668624,0.006492907030307238,0.010163562974346103,0.007216923654120176,0.005780928542116913,0.0026329524221471398,0.005305804726643531,0.006447109419779715,0.003875238548312051,0.005982220429124456
Lipid metabolism,Linoleic acid metabolism,0.003096288414416194,0.002438894828920574,0.0008263699856754666,0.006232049594066951,0.002516050170677378,0.005964741850292332,0.005821481960894135,0.005014954965880679,0.011711965265219879,0.0176407598264466,0.005827810359385616
Signal transduction,Notch signaling pathway,0.0048433909133136855,0.009647023166027077,0.008122036430638871,0.0011330999261939911,0.010280772089805794,0.0018197517509366437,0.008768456231554237,0.001736284935463082,0.002500593891049124,0.005223147608594504,0.0056835383245286185
Metabolism of other amino acids,D-Arginine and D-ornithine metabolism,0.006403970013752369,0.0027718003545299107,0.003903614408524109,0.009150640313051475,0.004471562581811441,0.005330585937087138,0.005145127210250833,0.008399388545666586,0.006259990149020936,0.005509578283904525,0.005645325731512441
Circulatory system,Cardiac muscle contraction,0.0052102202636160055,0.012498431363637482,0.01053818486494714,0.0027039884602356604,0.0067137136199847,0.0018105610855278728,0.005596030377346367,0.0015423850949545146,0.0019137198145784112,0.0030580686805158144,0.005402792743185274
Digestive system,Mineral absorption,0.003562596910563212,0.00971939393246389,0.009727555259951207,0.0027726611830352966,0.004057529009421493,0.0020770903823822294,0.006183814863024475,0.0017186576772350306,0.002832305325576049,0.004262762403143256,0.004788271859578172
Lipid metabolism,Fatty acid elongation,0.0027481114039597547,0.007765383238669959,0.005760979328708967,0.0005579658727470411,0.00665638589457686,0.003694647494325913,0.003929299027546802,0.0015071305784984115,0.0017180951224215072,0.0023082942657337,0.0038165802085953705
Digestive system,Fat digestion and absorption,0.0023004552476586183,0.007222602490393866,0.005225806385604856,0.0014592953594922613,0.0034651425135404906,0.0014521251345858065,0.006079140913520154,0.0016305213860947727,0.0016330409084402441,0.003563534578121734,0.003477345964472161
Glycan biosynthesis and metabolism,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,0.002107714402584518,0.008460142596463356,0.006170229226376818,0.00040345224644786054,0.0056308565845032965,0.0009374478716946347,0.004468772459607531,0.0008813629114025797,0.0010206505677751527,0.0019123459792757297,0.003374405917979601
Cancers: Overview,Chemical carcinogenesis,0.0033387688324126434,0.00759893047586529,0.005288767908322986,0.0010129226612946283,0.004025680273083805,0.0012131678339577625,0.003832676920312044,0.001480689691156334,0.0012928240525151933,0.0020555613169307404,0.0032605479877681333
Lipid metabolism,Steroid biosynthesis,0.0018341467515116013,0.0049935828841400475,0.0037304702210492493,0.0020344294129392114,0.0040384197676188805,0.00178298908930156,0.005233697475216027,0.0010576354936830956,0.0020498065569484318,0.001988165863916618,0.0029408099645715454
Metabolism of terpenoids and polyketides,Sesquiterpenoid and triterpenoid biosynthesis,0.004140819445785513,0.00341590017581754,0.00510775353050836,0.004721249692474963,0.003395075293597576,0.0007812065597455289,0.0017311460879560706,0.0008901765405166057,0.002287958356095967,0.0008087454361694716,0.0028355303715677906
Infectious diseases: Parasitic,Malaria,0.0016227535665916202,0.014032691612097902,0.007665565390932424,0.0006695590472964493,0.00011465545081567798,6.43346578613965e-05,0.0001449331608521361,0.0002820361316488255,7.654879258313646e-05,0.00016006420090854126,0.002616392848352568
Signal transduction,Plant hormone signal transduction,0.0010320961381387315,0.004335008909565056,0.002667994525180792,0.00026610680084858884,0.001560588080546728,0.00376817281759608,0.003534758756338209,0.0035783334202944737,0.0020498065569484318,0.0033950459455864275,0.00255712433673564
Signaling molecules and interaction,Neuroactive ligand-receptor interaction,0.00261754502503859,0.0013316221024373461,0.0029985425194509786,0.007322229068511171,0.002254890532708334,0.0019392304012506656,0.0013446576590170408,0.003005447527882797,0.0016330409084402441,0.001128873837986554,0.0025251505344159805
Metabolism of terpenoids and polyketides,Geraniol degradation,0.0035501620173326244,0.0008177896607359788,0.002557811860424063,0.002635315737436025,0.0027389913250411963,0.002426335667915525,0.0028100929520775285,0.003058329302566952,0.0019392360787727904,0.0024430851717619456,0.002514232650697073
Xenobiotics biodegradation and metabolism,Atrazine degradation,0.0035190747842561566,0.0018165062375639883,0.004659152681141678,0.002729740731285524,0.0014968906078713514,0.0008639225484244672,0.0009179100187301954,0.002221034536734501,0.0020753228211428105,0.0008087454361694716,0.0021539424879731127
Xenobiotics biodegradation and metabolism,Toluene degradation,0.0017968420718198399,0.0007526559709428478,0.0009050718890731301,0.0014764635401921702,0.001598806564151954,0.0011947865031402204,0.0007649250156084963,0.0018067939683752887,0.0011737481529414256,0.0011204494063597888,0.0012727133020898336
Signaling molecules and interaction,ECM-receptor interaction,0.0006652667878364113,0.0022290196062538185,0.0012907112157216811,0.000789736312195812,0.0024842014343396898,0.00018381330817541854,0.0021578937282429158,0.0005464450050695995,0.0005358415480819552,0.0009098386156906556,0.001233720860236591
Glycan biosynthesis and metabolism,Mannose type O-glycan biosynthesis,0.001734667605666904,0.0007092335110807604,0.0010231247441696253,0.0007296476797461306,0.00011465545081567798,0.0004411519396210045,0.001706990561147381,0.0009694992025428377,0.003461706509037393,0.0016006420090854123,0.0012298216160512667
Xenobiotics biodegradation and metabolism,Ethylbenzene degradation,0.0009574867787552088,0.0002822459891035679,0.0007712786532971022,0.001021506751644583,0.0012102519808321565,0.0010569265220086567,0.00037843658666946654,0.0006433949253238832,0.0006038849192669653,0.0006486812352609303,0.0007665914068347465
Xenobiotics biodegradation and metabolism,Fluorobenzoate degradation,0.0011750974102904836,0.00047040998183927983,0.0003462883749497193,0.00038628406574795155,0.0014331931351959748,0.000652537244022736,0.00034622921759121407,0.0009342446860867346,0.0006208957620632179,0.0008508675943032981,0.0007502145812563846
Metabolism of terpenoids and polyketides,Brassinosteroid biosynthesis,0.0002735676510729168,0.0008973975038164723,0.0005902642754824761,6.008863244968135e-05,0.0010637477936787903,0.0003584359509420662,0.0006924584351824281,0.00033491790633298035,0.0002211409563512831,0.00019376192741560257,0.00049052491851379
Glycan biosynthesis and metabolism,Other types of O-glycan biosynthesis,0.0004476561563011366,0.0007960784308049352,0.0007870190339766348,0.0005837181437969046,8.280671447798966e-05,4.5953327043854636e-05,0.0013366058167474776,8.813629114025798e-05,0.00011907589957376782,0.00036225055995090915,0.0004686891510759742
Substance dependence,Nicotine addiction,3.7304679691761384e-05,1.4474153287362457e-05,2.3610571019299044e-05,0.003339211146132292,6.369747267537666e-06,0.00028491062767189876,0.00011272579177388364,7.932266202623218e-05,0.0004337764913044399,0.00013479090602824527,0.00040708109294785113
Xenobiotics biodegradation and metabolism,Steroid degradation,0.0002673502044576232,3.6185383218406145e-05,0.0002282355198532241,0.00015451362629918062,0.0004522520559951743,0.000128669315722793,0.0002576589526260198,0.00038779968101713513,0.000374238541517556,0.00019376192741560257,0.0002518911743719462
Signaling molecules and interaction,Cell adhesion molecules (CAMs),0.00011813148569057769,0.00014474153287362458,0.00016527399713509331,0.00018026589734904407,0.0006433444740213042,4.5953327043854636e-05,0.0003864884289390297,8.813629114025798e-05,0.000187119270758778,0.0003032795385635518,0.00023629419763064922
Biosynthesis of other secondary metabolites,Betalain biosynthesis,4.9739572922348505e-05,0.00010855614965521843,2.3610571019299044e-05,0.00021460225874886195,0.000343966352447034,9.190665408770927e-06,2.4155526808689355e-05,0.00010576354936830958,8.505421398126272e-06,0.0003790994232044398,0.00013023475578982977
Immune diseases,Inflammatory bowel disease (IBD),0.00012434893230587127,8.684491972417475e-05,0.00017314418747485966,0.0,3.184873633768833e-05,9.190665408770927e-06,0.00022545158354776728,0.0,0.0001275813209718941,0.0004549193078453278,0.00012243626741918127
Glycan biosynthesis and metabolism,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,5.595701953764207e-05,0.0,0.0,0.0009099135770951749,4.458823087276366e-05,9.190665408770927e-06,4.025921134781559e-05,1.7627258228051595e-05,8.505421398126272e-05,5.054658976059197e-05,0.00011385793021146794
Biosynthesis of other secondary metabolites,Puromycin biosynthesis,0.00024869786461174253,0.00013026737958626213,0.00018888456815439235,0.0,0.00010828570354814033,0.0001378599811315639,8.051842269563119e-06,2.6440887342077394e-05,8.505421398126272e-06,0.00016006420090854126,0.00010761913951494915
Xenobiotics biodegradation and metabolism,Furfural degradation,0.00036682935030232024,1.4474153287362457e-05,0.00024397590053275683,2.5752271049863435e-05,4.458823087276366e-05,0.0001378599811315639,4.831105361737871e-05,0.0,0.0,2.5273294880295986e-05,9.826095347017097e-05
Immune system,Complement and coagulation cascades,0.00017408850522821975,0.00015921568616098704,0.0,0.00010300908419945374,8.917646174552733e-05,7.352532327016741e-05,7.246658042606806e-05,8.813629114025797e-06,0.00011907589957376782,0.0001432153376550106,9.748110463310612e-05
Immune system,Hematopoietic cell lineage,4.352212630705494e-05,0.00021711229931043686,0.00026758647155205586,0.0,7.006721994291432e-05,0.0,8.051842269563119e-06,8.813629114025797e-06,0.000187119270758778,9.266874789441862e-05,9.124231393658733e-05
Metabolism of terpenoids and polyketides,Tetracycline biosynthesis,6.217446615293563e-06,0.0,0.0,0.0,6.369747267537666e-06,0.00023895730062804412,0.00023350342581733043,0.00010576354936830958,0.00023815179914753564,0.00016006420090854126,9.046246509952248e-05
Metabolism of terpenoids and polyketides,Biosynthesis of enediyne antibiotics,9.947914584469701e-05,0.0,0.000362028755629252,2.5752271049863435e-05,5.732772540783899e-05,0.0,2.4155526808689355e-05,2.6440887342077394e-05,0.0,0.0,6.238790696518791e-05
Metabolism of terpenoids and polyketides,Type I polyketide structures,0.0,0.0,0.00013379323577602793,1.7168180699908957e-05,2.5478989070150663e-05,0.000128669315722793,3.2207369078252476e-05,5.288177468415479e-05,6.804337118501018e-05,1.684886325353066e-05,4.445138371269639e-05
Lipid metabolism,"Cutin, suberine and wax biosynthesis",0.0,0.0,3.935095169883174e-05,5.150454209972687e-05,6.369747267537666e-05,0.0,8.051842269563119e-06,3.525451645610319e-05,1.7010842796252544e-05,0.0,2.183576743781577e-05
Xenobiotics biodegradation and metabolism,Bisphenol degradation,1.2434893230587126e-05,7.237076643681229e-06,0.0,0.0,0.0,0.0,0.000136881318582573,0.0,0.0,5.054658976059197e-05,2.027606976368607e-05
Biosynthesis of other secondary metabolites,Caffeine metabolism,0.0,0.0,7.870190339766349e-06,0.0,3.184873633768833e-05,0.0,4.831105361737871e-05,0.0,5.103252838875763e-05,0.0,1.4037279067167281e-05
Biosynthesis of other secondary metabolites,Indole alkaloid biosynthesis,0.0,0.0,4.722114203859809e-05,8.584090349954478e-06,0.0,0.0,0.0,0.0,0.0,0.0,5.458941859453943e-06
Glycan biosynthesis and metabolism,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,0.0,0.0,0.0,0.0,4.458823087276366e-05,0.0,0.0,0.0,0.0,0.0,5.458941859453943e-06
Signaling molecules and interaction,Cytokine-cytokine receptor interaction,0.0,3.6185383218406145e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.899244185324245e-06
Biosynthesis of other secondary metabolites,Clavulanic acid biosynthesis,0.0,0.0,2.3610571019299044e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3395465111945466e-06
Glycan biosynthesis and metabolism,Glycosaminoglycan biosynthesis - keratan sulfate,0.0,0.0,0.0,0.0,1.9109241802612997e-05,0.0,0.0,0.0,0.0,0.0,2.3395465111945466e-06
Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - lacto and neolacto series,0.0,0.0,0.0,0.0,1.9109241802612997e-05,0.0,0.0,0.0,0.0,0.0,2.3395465111945466e-06
Immune diseases,Graft-versus-host disease,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Immune diseases,Allograft rejection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xenobiotics biodegradation and metabolism,Polycyclic aromatic hydrocarbon degradation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Immune diseases,Autoimmune thyroid disease,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Immune diseases,Asthma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metabolism of terpenoids and polyketides,Monoterpenoid biosynthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glycan biosynthesis and metabolism,Mucin type O-glycan biosynthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biosynthesis of other secondary metabolites,Flavonoid biosynthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biosynthesis of other secondary metabolites,"Stilbenoid, diarylheptanoid and gingerol biosynthesis",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metabolism of terpenoids and polyketides,Biosynthesis of type II polyketide products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Immune system,Intestinal immune network for IgA production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metabolism of terpenoids and polyketides,Biosynthesis of type II polyketide backbone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
