Pathway,Description,F_JC1,F_JC2,F_JC3,F_JC4,F_JC5,S_JC1,S_JC2,S_JC3,S_JC4,S_JC5,Total
Cardiovascular diseases,Arrhythmogenic right ventricular cardiomyopathy (ARVC),3.002382690903501e-05,0.001191572952898945,1.0194513353691097e-05,3.300826791094633e-05,0.00014031322401623594,1.8667072115473013e-05,1.8988766530552026e-05,3.7511508999855015e-05,9.462431685974443e-06,1.5153494289708748e-05,0.00012393132353217455
Infectious diseases: Bacterial,Shigellosis,8.006353842409336e-05,0.00014590689219170757,7.136159347583768e-05,8.252066977736583e-06,0.0001309590090818202,0.00015867011298152062,0.0,0.0001594239132493838,0.00015139890697559108,0.00029549313864932057,0.00012299244986905202
Immune system,Toll-like receptor signaling pathway,7.005559612108169e-05,3.647672304792689e-05,0.00010194513353691098,0.00014028513862152192,0.0002619180181636404,0.00038267497836719683,1.8988766530552026e-05,7.502301799971003e-05,0.00010408674854571888,3.0306988579417496e-05,0.00012299244986905202
Signal transduction,Notch signaling pathway,0.00044034946133251346,0.00021886033828756135,3.058354006107329e-05,0.00013203307164378532,5.612528960649437e-05,9.333536057736507e-05,2.8483149795828036e-05,9.377877249963754e-06,1.8924863371948885e-05,0.00016668843718679622,0.0001173592078903168
Immune system,Chemokine signaling pathway,0.00014011119224216338,0.00037692613816191114,0.00015291770030536643,1.6504133955473165e-05,0.00015902165388506737,0.00027067254567435874,2.8483149795828036e-05,5.6267263499782535e-05,5.677459011584666e-05,1.5153494289708748e-05,0.0001173592078903168
Endocrine system,GnRH signaling pathway,9.007148072710503e-05,0.00046203849194040726,0.00020389026707382196,2.475620093320975e-05,0.00012160479414740448,0.00021467132932793967,4.7471916326380056e-05,5.6267263499782535e-05,1.8924863371948885e-05,3.7883735724271866e-05,0.00011642033422719425
Immune system,Th1 and Th2 cell differentiation,0.00019015090375722174,0.00025533706133548824,0.00016311221365905755,0.00016504133955473168,0.000102896364278573,0.00010266889663510157,2.8483149795828036e-05,3.7511508999855015e-05,2.838729505792333e-05,9.849771288310686e-05,0.00011360371323782664
Signal transduction,NF-kappa B signaling pathway,0.00011008736533312836,8.511235377849608e-05,6.116708012214658e-05,0.00022280580839888775,0.0001683758688194831,0.00016800364903925714,2.8483149795828036e-05,0.0001031566497496013,0.00014193647528961664,3.0306988579417496e-05,0.00011266483957470412
Cancers: Specific types,Glioma,0.0001301032499391517,0.00032829050743134197,0.00013252867359798425,3.300826791094633e-05,0.00018708429868831455,0.00021467132932793967,2.8483149795828036e-05,5.6267263499782535e-05,5.677459011584666e-05,3.7883735724271866e-05,0.00011266483957470412
Immune system,Complement and coagulation cascades,2.001588460602334e-05,9.727126146113838e-05,5.097256676845549e-05,0.0005363843535528779,5.612528960649437e-05,8.400182451962857e-05,3.797753306110405e-05,6.564514074974628e-05,9.462431685974444e-05,3.0306988579417496e-05,0.00011266483957470412
Substance dependence,Morphine addiction,4.003176921204668e-05,0.0003039726920660574,9.175062018321986e-05,0.0004868719516864584,2.8062644803247183e-05,0.0,3.797753306110405e-05,2.8133631749891268e-05,8.516188517376998e-05,2.2730241434563122e-05,0.00011172596591158159
Environmental adaptation,Circadian rhythm,0.00012009530763614004,0.00029181378438341513,0.00020389026707382196,6.601653582189266e-05,0.00012160479414740448,9.333536057736507e-05,7.59550661222081e-05,9.377877249963754e-05,7.569945348779554e-05,3.0306988579417496e-05,0.00010984821858533651
Signal transduction,Rap1 signaling pathway,8.006353842409336e-05,0.00029181378438341513,0.00010194513353691098,2.475620093320975e-05,0.00022450115842597747,0.00021467132932793967,5.696629959165607e-05,6.564514074974628e-05,3.784972674389777e-05,3.7883735724271866e-05,0.00010703159759596891
Excretory system,Vasopressin-regulated water reabsorption,0.0001000794230301167,0.00038908504584455353,0.00027525186054965965,8.252066977736583e-06,0.00012160479414740448,5.6001216346419046e-05,4.7471916326380056e-05,5.6267263499782535e-05,8.516188517376998e-05,3.0306988579417496e-05,0.00010609272393284638
Lipid metabolism,Fatty acid elongation,9.007148072710503e-05,0.00010943016914378067,5.097256676845549e-05,0.00018154547351020484,0.0002806264480324719,0.00011200243269283809,4.7471916326380056e-05,1.8755754499927507e-05,2.838729505792333e-05,0.0001136512071728156,0.00010515385026972385
Transport and catabolism,Autophagy - other,0.00011008736533312836,0.0005714686610841879,7.136159347583768e-05,4.95124018664195e-05,0.00012160479414740448,6.533475240415555e-05,9.494383265276013e-06,4.688938624981877e-05,0.00010408674854571888,2.2730241434563122e-05,0.00010421497660660131
Endocrine system,Melanogenesis,8.006353842409336e-05,0.00038908504584455353,0.00018350124036643973,8.252066977736583e-06,0.00011225057921298873,0.00018667072115473014,5.696629959165607e-05,5.6267263499782535e-05,3.784972674389777e-05,1.5153494289708748e-05,0.00010233722928035625
Glycan biosynthesis and metabolism,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,0.0,0.00032829050743134197,0.0004995311543308637,0.0,8.418793440974156e-05,0.0,7.59550661222081e-05,0.0,7.569945348779554e-05,2.2730241434563122e-05,9.764286096474357e-05
Immune system,Natural killer cell mediated cytotoxicity,8.006353842409336e-05,0.00029181378438341513,0.00016311221365905755,4.95124018664195e-05,0.00015902165388506737,0.00021467132932793967,0.0,4.688938624981877e-05,1.8924863371948885e-05,1.5153494289708748e-05,9.670398730162105e-05
Signal transduction,VEGF signaling pathway,3.002382690903501e-05,0.0003039726920660574,0.00015291770030536643,4.95124018664195e-05,0.00019643851362273032,0.00019600425721246663,0.0,3.7511508999855015e-05,3.784972674389777e-05,1.5153494289708748e-05,9.482623997537597e-05
Infectious diseases: Parasitic,Leishmaniasis,2.001588460602334e-05,8.511235377849608e-05,0.00012233416024429316,0.00012378100466604874,0.00019643851362273032,0.00020533779327020315,2.8483149795828036e-05,6.564514074974628e-05,7.569945348779554e-05,2.2730241434563122e-05,9.388736631225344e-05
Signal transduction,Hedgehog signaling pathway - fly,8.006353842409336e-05,0.0002796548767007728,0.0002548628338422774,2.475620093320975e-05,0.00012160479414740448,5.6001216346419046e-05,0.00010443821591803614,4.688938624981877e-05,5.677459011584666e-05,0.0,9.388736631225344e-05
Cellular community - eukaryotes,Signaling pathways regulating pluripotency of stem cells,2.001588460602334e-05,7.295344609585378e-05,7.136159347583768e-05,1.6504133955473165e-05,0.0003648143824422134,0.00019600425721246663,3.797753306110405e-05,2.8133631749891268e-05,5.677459011584666e-05,1.5153494289708748e-05,8.637637700727317e-05
Signal transduction,Hippo signaling pathway - fly,0.00011008736533312836,0.00029181378438341513,0.00013252867359798425,7.426860279962925e-05,4.6771074672078637e-05,7.466828846189205e-05,2.8483149795828036e-05,5.6267263499782535e-05,3.784972674389777e-05,2.2730241434563122e-05,8.074313502853796e-05
Nervous system,Serotonergic synapse,4.003176921204668e-05,0.0003526083227966266,0.00012233416024429316,8.252066977736583e-06,6.54795045409101e-05,0.00019600425721246663,1.8988766530552026e-05,3.7511508999855015e-05,1.8924863371948885e-05,7.576747144854374e-06,7.792651403917036e-05
Signal transduction,Hippo signaling pathway -multiple species,0.0001000794230301167,0.00024317815365284593,0.00023447380713489526,0.0,4.6771074672078637e-05,9.333536057736507e-05,2.8483149795828036e-05,9.377877249963754e-06,9.462431685974443e-06,4.5460482869126243e-05,7.417101938668021e-05
Cancers: Specific types,Chronic myeloid leukemia,0.00012009530763614004,9.727126146113838e-05,5.097256676845549e-05,1.6504133955473165e-05,0.000102896364278573,0.0002986731538475682,0.0,1.8755754499927507e-05,2.838729505792333e-05,1.5153494289708748e-05,7.229327206043514e-05
Glycan biosynthesis and metabolism,Other types of O-glycan biosynthesis,0.0,0.00012158907682642297,8.155610682952877e-05,5.776446884415608e-05,4.6771074672078637e-05,3.7334144230946026e-05,8.54494493874841e-05,7.502301799971003e-05,7.569945348779554e-05,0.00012122795431766998,7.041552473419008e-05
Xenobiotics biodegradation and metabolism,Steroid degradation,3.002382690903501e-05,2.4317815365284596e-05,5.097256676845549e-05,1.6504133955473165e-05,0.00011225057921298873,9.333536057736507e-05,7.59550661222081e-05,4.688938624981877e-05,0.00015139890697559108,8.334421859339811e-05,6.947665107106754e-05
Cancers: Specific types,Melanoma,4.003176921204668e-05,9.727126146113838e-05,7.136159347583768e-05,2.475620093320975e-05,0.00012160479414740448,0.00021467132932793967,0.0,3.7511508999855015e-05,4.731215842987222e-05,2.2730241434563122e-05,6.572115641857741e-05
Substance dependence,Nicotine addiction,1.000794230301167e-05,0.0,0.0,0.00047861988470872187,0.0,0.0,0.0,0.0,6.62370218018211e-05,1.5153494289708748e-05,6.384340909233233e-05
Excretory system,Collecting duct acid secretion,3.002382690903501e-05,0.00012158907682642297,2.0389026707382193e-05,1.6504133955473165e-05,0.00021514694349156175,4.6667680288682536e-05,9.494383265276013e-06,5.6267263499782535e-05,3.784972674389777e-05,2.2730241434563122e-05,5.539354612422953e-05
Cancers: Specific types,Pancreatic cancer,6.004765381807002e-05,4.863563073056919e-05,5.097256676845549e-05,1.6504133955473165e-05,0.0001309590090818202,0.00019600425721246663,0.0,1.8755754499927507e-05,2.838729505792333e-05,1.5153494289708748e-05,5.539354612422953e-05
Immune system,Cytosolic DNA-sensing pathway,6.004765381807002e-05,4.863563073056919e-05,1.0194513353691097e-05,1.6504133955473165e-05,0.0,0.0001306695048083111,0.0001708988987749682,0.0,5.677459011584666e-05,4.5460482869126243e-05,5.3515798797984455e-05
Signal transduction,Plant hormone signal transduction,0.0,3.647672304792689e-05,7.136159347583768e-05,7.426860279962925e-05,1.8708429868831457e-05,7.466828846189205e-05,5.696629959165607e-05,0.00011253452699956507,1.8924863371948885e-05,3.7883735724271866e-05,5.069917780861685e-05
Immune system,Leukocyte transendothelial migration,3.002382690903501e-05,0.0002796548767007728,1.0194513353691097e-05,1.6504133955473165e-05,0.00011225057921298873,2.8000608173209523e-05,0.0,3.7511508999855015e-05,9.462431685974443e-06,2.2730241434563122e-05,4.882143048237179e-05
Infectious diseases: Bacterial,Pathogenic Escherichia coli infection,3.002382690903501e-05,0.00018238361523963443,9.175062018321986e-05,8.252066977736583e-06,7.483371947532583e-05,3.7334144230946026e-05,2.8483149795828036e-05,4.688938624981877e-05,9.462431685974443e-06,2.2730241434563122e-05,4.882143048237179e-05
Sensory system,Phototransduction - fly,6.004765381807002e-05,0.00020670143060491904,4.077805341476439e-05,8.252066977736583e-06,6.54795045409101e-05,1.8667072115473013e-05,2.8483149795828036e-05,4.688938624981877e-05,1.8924863371948885e-05,2.2730241434563122e-05,4.694368315612672e-05
Immune diseases,Systemic lupus erythematosus,2.001588460602334e-05,7.295344609585378e-05,2.0389026707382193e-05,2.475620093320975e-05,9.354214934415727e-05,3.7334144230946026e-05,9.494383265276013e-06,6.564514074974628e-05,5.677459011584666e-05,6.819072430368935e-05,4.694368315612672e-05
Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - lacto and neolacto series,0.00044034946133251346,0.0,0.0,0.0,2.8062644803247183e-05,0.0,0.0,1.8755754499927507e-05,0.0,0.0,4.6004809493004185e-05
Signal transduction,Jak-STAT signaling pathway,6.004765381807002e-05,9.727126146113838e-05,4.077805341476439e-05,1.6504133955473165e-05,9.354214934415727e-05,4.6667680288682536e-05,0.0,1.8755754499927507e-05,2.838729505792333e-05,1.5153494289708748e-05,3.9432693851146444e-05
Metabolism of terpenoids and polyketides,Type I polyketide structures,4.003176921204668e-05,3.647672304792689e-05,3.058354006107329e-05,4.95124018664195e-05,0.0,4.6667680288682536e-05,9.494383265276011e-05,0.0,2.838729505792333e-05,5.3037230013980614e-05,3.8493820188023915e-05
Substance dependence,Cocaine addiction,3.002382690903501e-05,0.00023101924597020363,8.155610682952877e-05,0.0,2.8062644803247183e-05,0.0,1.8988766530552026e-05,2.8133631749891268e-05,0.0,0.0,3.5677199198656306e-05
Cardiovascular diseases,Viral myocarditis,3.002382690903501e-05,0.00013374798450906526,1.0194513353691097e-05,0.0,9.354214934415727e-05,2.8000608173209523e-05,1.8988766530552026e-05,4.688938624981877e-05,9.462431685974443e-06,1.5153494289708748e-05,3.5677199198656306e-05
Endocrine system,Ovarian steroidogenesis,3.002382690903501e-05,0.00021886033828756135,8.155610682952877e-05,0.0,2.8062644803247183e-05,0.0,1.8988766530552026e-05,2.8133631749891268e-05,0.0,0.0,3.473832553553377e-05
Cancers: Specific types,Thyroid cancer,1.000794230301167e-05,3.647672304792689e-05,4.077805341476439e-05,0.0,3.741685973766291e-05,0.00018667072115473014,0.0,9.377877249963754e-06,9.462431685974443e-06,7.576747144854374e-06,3.2860578209288704e-05
Cancers: Specific types,Basal cell carcinoma,1.000794230301167e-05,2.4317815365284596e-05,6.116708012214658e-05,2.475620093320975e-05,7.483371947532583e-05,0.0,6.646068285693209e-05,9.377877249963754e-06,4.731215842987222e-05,0.0,3.098283088304364e-05
Digestive system,Vitamin digestion and absorption,0.0,3.647672304792689e-05,1.0194513353691097e-05,8.252066977736583e-06,9.354214934415728e-06,1.8667072115473013e-05,2.8483149795828036e-05,1.8755754499927507e-05,1.8924863371948885e-05,0.00012122795431766998,2.9105083556798562e-05
Glycan biosynthesis and metabolism,Mucin type O-glycan biosynthesis,0.0,0.0,0.0,0.00023930994235436094,9.354214934415728e-06,0.0,0.0,0.0,0.0,0.0,2.816620989367603e-05
Metabolism of terpenoids and polyketides,Biosynthesis of type II polyketide products,5.003971151505835e-05,1.2158907682642298e-05,0.0,0.0,0.000102896364278573,0.0,0.0,9.377877249963754e-06,1.8924863371948885e-05,6.819072430368935e-05,2.7227336230553496e-05
Biosynthesis of other secondary metabolites,"Stilbenoid, diarylheptanoid and gingerol biosynthesis",7.005559612108169e-05,1.2158907682642298e-05,0.0,8.252066977736583e-06,0.0001309590090818202,0.0,9.494383265276013e-06,0.0,2.838729505792333e-05,7.576747144854374e-06,2.6288462567430963e-05
Biosynthesis of other secondary metabolites,Flavonoid biosynthesis,7.005559612108169e-05,1.2158907682642298e-05,0.0,8.252066977736583e-06,0.0001309590090818202,0.0,9.494383265276013e-06,0.0,2.838729505792333e-05,7.576747144854374e-06,2.6288462567430963e-05
Environmental adaptation,Circadian rhythm - plant,6.004765381807002e-05,3.647672304792689e-05,2.0389026707382193e-05,3.300826791094633e-05,1.8708429868831457e-05,0.0,1.8988766530552026e-05,9.377877249963754e-06,1.8924863371948885e-05,2.2730241434563122e-05,2.347184157806336e-05
Signaling molecules and interaction,Cell adhesion molecules (CAMs),2.001588460602334e-05,0.0,0.0,0.0,1.8708429868831457e-05,0.0,0.0,3.7511508999855015e-05,0.00011354918023169332,3.7883735724271866e-05,2.347184157806336e-05
Sensory system,Phototransduction,4.003176921204668e-05,4.863563073056919e-05,4.077805341476439e-05,8.252066977736583e-06,4.6771074672078637e-05,0.0,2.8483149795828036e-05,9.377877249963754e-06,0.0,7.576747144854374e-06,2.159409425181829e-05
"Folding, sorting and degradation",SNARE interactions in vesicular transport,1.000794230301167e-05,9.727126146113838e-05,2.0389026707382193e-05,8.252066977736583e-06,1.8708429868831457e-05,1.8667072115473013e-05,9.494383265276013e-06,0.0,0.0,1.5153494289708748e-05,1.7838599599328153e-05
Metabolism of terpenoids and polyketides,Biosynthesis of enediyne antibiotics,0.0,3.647672304792689e-05,0.0,8.252066977736583e-06,9.354214934415728e-06,9.333536057736506e-06,2.8483149795828036e-05,0.0,3.784972674389777e-05,3.7883735724271866e-05,1.689972593620562e-05
Biosynthesis of other secondary metabolites,Caffeine metabolism,4.003176921204668e-05,0.0,2.0389026707382193e-05,3.300826791094633e-05,9.354214934415728e-06,0.0,9.494383265276013e-06,0.0,3.784972674389777e-05,7.576747144854374e-06,1.5960852273083084e-05
Environmental adaptation,Circadian rhythm - fly,4.003176921204668e-05,1.2158907682642298e-05,3.058354006107329e-05,1.6504133955473165e-05,0.0,9.333536057736506e-06,9.494383265276013e-06,9.377877249963754e-06,2.838729505792333e-05,0.0,1.502197860996055e-05
Biosynthesis of other secondary metabolites,Puromycin biosynthesis,0.0,0.0,7.136159347583768e-05,0.0,4.6771074672078637e-05,0.0,0.0,0.0,0.0,0.0,1.1266483957470412e-05
Biosynthesis of other secondary metabolites,Betalain biosynthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.462431685974444e-05,0.0,9.388736631225345e-06
Immune system,Hematopoietic cell lineage,0.0,0.0,0.0,0.0,9.354214934415728e-06,0.0,0.0,0.0,1.8924863371948885e-05,3.7883735724271866e-05,7.510989304980275e-06
Cell growth and death,Apoptosis - multiple species,0.0,0.0,1.0194513353691097e-05,0.0,9.354214934415728e-06,9.333536057736506e-06,0.0,0.0,9.462431685974443e-06,3.0306988579417496e-05,7.510989304980275e-06
Metabolism of terpenoids and polyketides,Biosynthesis of type II polyketide backbone,0.0,0.0,0.0,0.0,0.0,0.0,2.8483149795828036e-05,9.377877249963754e-06,2.838729505792333e-05,0.0,6.572115641857741e-06
Metabolism of terpenoids and polyketides,Monoterpenoid biosynthesis,0.0,0.0,0.0,0.0,2.8062644803247183e-05,1.8667072115473013e-05,9.494383265276013e-06,0.0,0.0,0.0,5.633241978735206e-06
Glycan biosynthesis and metabolism,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,0.0,1.2158907682642298e-05,0.0,0.0,1.8708429868831457e-05,0.0,0.0,1.8755754499927507e-05,0.0,7.576747144854374e-06,5.633241978735206e-06
Immune diseases,Autoimmune thyroid disease,0.0,0.0,0.0,0.0,0.0,1.8667072115473013e-05,0.0,9.377877249963754e-06,0.0,0.0,2.816620989367603e-06
Glycan biosynthesis and metabolism,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,0.0,0.0,2.0389026707382193e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8777473262450688e-06
Signaling molecules and interaction,Cytokine-cytokine receptor interaction,0.0,0.0,0.0,0.0,0.0,1.8667072115473013e-05,0.0,0.0,0.0,0.0,1.8777473262450688e-06
Immune diseases,Allograft rejection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.377877249963754e-06,0.0,0.0,9.388736631225344e-07
Biosynthesis of other secondary metabolites,Clavulanic acid biosynthesis,0.0,0.0,1.0194513353691097e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.388736631225344e-07
Immune diseases,Graft-versus-host disease,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.377877249963754e-06,0.0,0.0,9.388736631225344e-07
Lipid metabolism,"Cutin, suberine and wax biosynthesis",0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.377877249963754e-06,0.0,0.0,9.388736631225344e-07
Metabolism of terpenoids and polyketides,Brassinosteroid biosynthesis,0.0,0.0,0.0,0.0,0.0,0.0,9.494383265276013e-06,0.0,0.0,0.0,9.388736631225344e-07
Xenobiotics biodegradation and metabolism,Furfural degradation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Immune diseases,Asthma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glycan biosynthesis and metabolism,Glycosaminoglycan biosynthesis - keratan sulfate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xenobiotics biodegradation and metabolism,Bisphenol degradation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Immune system,Intestinal immune network for IgA production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biosynthesis of other secondary metabolites,Indole alkaloid biosynthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Immune diseases,Inflammatory bowel disease (IBD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
